id,pago_code,alumno_id,ciclo_id,fecha_pago,monto_total,tipo_de_pago,metodo_de_pago,recibio,observaciones,comprobante_url,origen,agradecimiento_enviado,creado_en
088309fd-f686-4d65-a26d-275364fc4020,,37b6c311-9c1a-461e-a70b-d93557cdbc0d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-06-15,2500.00,Inscripción,Efectivo,Fran,"Mamá refiere que pagó inscripción el ciclo pasado y que se la hicieron válida para este ciclo, autorizado por Mtra. Fran",,UI,false,2025-10-28 11:19:26.374395-07
08b922a5-0b81-4bae-896b-beab5e210359,,fa437269-6375-40e4-87dc-f133c454a67b,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-24,900.00,Colegiatura,Transferencia,Fran,Colegiatura noviembre,,UI,false,2025-11-24 08:23:17.089538-07
09011dcd-eee3-4a8b-bb26-a0f5010624bc,,e57db8cf-8012-4fa3-b822-41d98008dc00,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-15,1100.00,Inscripción,Transferencia,Fran,Mencionan padres que pagaron en periodo de preinscripciones el 29oct25,,UI,false,2025-10-29 17:52:36.799531-07
097ace18-4f1e-4881-9817-11701f22887d,,18f8e872-a787-4eef-953c-1c326065039e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-05,2000.00,Colegiatura,Efectivo,Fran,Colegiaturas Marzo/Agosto,,UI,false,2026-04-28 09:16:11.733418-07
0a1a6a5d-e11e-4b3c-86e6-481cdea02a3c,,abea3641-4bdf-451a-8710-fa95ab34cab7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-19,3200.00,Colegiatura,Efectivo,Fran,Abono a colegiatura,,UI,false,2026-04-23 08:08:17.768544-07
0b6a0ba2-5328-4d84-b0be-479731bff0d4,,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-01,2500.00,Inscripción,Efectivo,Fran,NE,,UI,false,2025-10-20 09:46:35.594404-07
0b8c2054-200f-4efb-90de-c37a3e6eb910,,8d1da005-457e-4b91-b44a-605b0ca3c47a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-01,2400.00,Inscripción,Efectivo,Christian,,,UI,false,2025-10-20 09:10:15.198382-07
0b99aea1-3c94-465d-8fc2-034310a2d498,,a8144361-4bce-487c-bc3a-949391e8d895,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-27,1100.00,Inscripción,Efectivo,Christian,periodo de preinscripciones,,UI,false,2025-10-20 09:51:36.578631-07
0ca14dc4-e2c5-4885-81bc-c60b9d57e9b6,,209dac48-1e05-4390-a5da-676e1ee3b311,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-05,1000.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-19 17:26:45.318763-07
0d48bff5-1647-4b48-9b94-ae24fe28ee74,,2645afb7-c140-490c-b8db-c0dd4fbf6e11,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-02,1500.00,Colegiatura,Efectivo,Fran,pagos a colegiaturas,,UI,false,2025-10-19 16:15:17.982149-07
0dc5a73c-4282-4f0d-937c-6a32957c1d25,,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-20,1600.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-20 08:15:53.225832-07
0fafc0f4-113a-45b8-8451-d7333b4fc712,,2a01ea65-7487-4834-ab23-855018d8868e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-15,1500.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-20 09:23:45.0399-07
10002c2f-42d4-4261-838e-e7c1b11e26eb,,0a79ced7-bab3-44d8-89da-e166880163bd,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-15,1100.00,Inscripción,Efectivo,Christian,periodo preinscripciones,,UI,false,2025-10-19 15:31:52.053391-07
107ca748-66c1-4034-887e-43c5cc6bf36f,,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-16,1600.00,Colegiatura,Efectivo,Citlali,No se registró en la fecha que se debía,,UI,false,2026-06-16 08:59:36.648554-07
1092c2c0-0bda-4d5a-8a2a-227cfc06dd4b,,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-15,1500.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-20 07:51:31.93749-07
10b28cb1-5734-48e1-afbe-842381a91a00,,2645afb7-c140-490c-b8db-c0dd4fbf6e11,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-03,1500.00,Colegiatura,Efectivo,Christian,Colegiatura Junio,,UI,false,2026-06-03 09:04:47.615595-07
10d685fc-a749-4ead-9c2f-7657cf18aa62,,6f2f8410-2704-4938-8538-21edb5b8221a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-22,1000.00,Colegiatura,Efectivo,Christian,,,UI,false,2026-05-22 09:48:35.615954-07
111223b7-3880-4bf5-a101-592a9c39c8cf,,a4c9cada-bb7c-4116-8091-8b3e944aba30,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-12,1000.00,Colegiatura,Efectivo,Fran,Colegiatura de enero,,UI,false,2026-02-17 08:04:54.965925-07
112c7cce-58a6-4042-b235-63bcedc3c385,,37b6c311-9c1a-461e-a70b-d93557cdbc0d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-10,1000.00,Colegiatura,Efectivo,Fran,Refiere haberle pagado a mtra fran.,,UI,false,2025-10-28 11:20:17.554415-07
1180d70f-df0b-4a60-b829-4e85f5291a8d,,bfce22f5-d7f1-4b93-8fc1-eb5907831b0c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-02,1200.00,Colegiatura,Transferencia,Fran,Abono a Octubre,,UI,false,2025-10-30 10:16:15.845898-07
11f7ef3f-8284-45f8-88d5-77171a4be071,,40dc866f-fce4-4635-bf68-fa98f8b87c6e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-25,1100.00,Colegiatura,Transferencia,Fran,octubre,,UI,false,2025-10-19 16:33:13.822744-07
12248596-aad0-4f0b-93cd-ddc503e73572,,a8144361-4bce-487c-bc3a-949391e8d895,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-15,900.00,Colegiatura,Transferencia,Christian,Mes de Junio,,UI,false,2026-06-16 09:10:55.738387-07
1263fa4c-5a14-4ee9-bd12-63e800201e0c,,0489bdaf-c632-4a1f-9b8e-85dba33a74b0,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-30,1100.00,Colegiatura,Efectivo,Christian,Noviembre,,UI,false,2025-10-30 08:08:54.256619-07
12a7c627-78fe-4dde-8539-f9ca3d19eb44,,fa437269-6375-40e4-87dc-f133c454a67b,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-22,2700.00,Colegiatura,Transferencia,Fran,Colegiaturas: Marzo/Agosto y Abril,,UI,false,2026-04-22 10:03:46.268266-07
1334f989-7d1c-49e9-9309-b0d8e5cf483a,,1e3beb16-3079-4aaa-93fc-a0203720434d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-19,1600.00,Colegiatura,Transferencia,Fran,septiembre,,UI,false,2025-10-20 08:12:16.059285-07
14157a54-a2b5-4cce-8115-5eda1f570365,,a71be5b5-f484-434a-912c-d679234166b5,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-24,1600.00,Colegiatura,Transferencia,Fran,Manda comprobante de pago de noviembre el 29oct25,,UI,false,2025-10-29 09:17:42.313248-07
14b31b6a-580f-4a70-b476-4c6ac85ac460,,6d484f92-07ed-4ef5-acde-ed43c7314527,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-15,1500.00,Colegiatura,Efectivo,Citlali,Colegiatura Abril (Anotado en libreta),,UI,false,2026-05-12 09:27:19.181978-07
14e4217c-30eb-4b75-b6d0-263799ecdac3,,abea3641-4bdf-451a-8710-fa95ab34cab7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-07,1600.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 17:44:48.811537-07
156dcb34-1fda-4f81-a320-dd2591e366c8,,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-28,1100.00,Inscripción,Transferencia,Fran,Periodo de Preinscripciones,,UI,false,2025-10-28 10:03:53.320299-07
15f766a8-4007-4620-aa5d-358d2c778a70,,5af22e45-f9f7-4577-b07b-7ce4a7940329,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-02,1500.00,Colegiatura,Transferencia,Fran,Anotación extemporánea,,UI,false,2026-02-05 07:59:26.695227-07
161d753d-3d2e-40ab-9506-e926148ff9e4,,abea3641-4bdf-451a-8710-fa95ab34cab7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-05,1600.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-19 17:44:27.308932-07
166e8342-8cb1-409e-bc84-735bee4d1578,,3f6663d7-9b89-4ea2-9f06-5035caff6390,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-02,900.00,Colegiatura,Efectivo,Christian,septiembre,,UI,false,2025-10-19 16:53:42.309969-07
16d7dc44-c022-490e-98ba-cebb2fbb4c96,,2a01ea65-7487-4834-ab23-855018d8868e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-01,2500.00,Inscripción,Efectivo,Fran,,,UI,false,2025-10-20 09:23:20.700913-07
16e398a9-32d8-4639-8c35-f602cf5212b8,,533aa94a-8eb8-436d-82ac-cb0d104f816e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-09,900.00,Colegiatura,Transferencia,Christian,,,UI,false,2026-03-10 07:39:10.571527-07
17cdf573-e1d5-4a37-86f9-5f13052f477a,,eb5427dd-f41c-4408-8815-26493a90c351,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-30,1100.00,Colegiatura,Transferencia,Christian,octubre,,UI,false,2025-10-19 16:37:00.694543-07
187af412-f461-44d2-8b9e-175bd2b9ccb3,,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-15,1600.00,Colegiatura,Efectivo,Christian,Colegiatura Junio,,UI,false,2026-06-15 08:23:37.474465-07
18aa3cbc-9cae-4b93-8945-a2644871cee3,,0e861609-c592-4713-bfad-a86c2f7d1c00,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-24,3200.00,Colegiatura,Efectivo,Fran,Colegiatura Marzo/Agosto,,UI,false,2026-04-21 08:20:16.511073-07
18c4be44-c67f-49ce-8e3f-77a1610252b5,,95149f3e-bf90-4279-8471-a562bd517960,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-11,1600.00,Colegiatura,Efectivo,Fran,Abono a Diciembre/Julio,,UI,false,2026-01-21 08:01:40.364674-07
18e61bf6-48f5-4758-873f-65ef38a0ff9c,,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-16,1500.00,Colegiatura,Transferencia,Christian,Colegiatura Febrero,,UI,false,2026-02-16 08:57:53.325319-07
199426a3-5f0d-4019-9bb9-946c8daca0a9,,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-12,1000.00,Colegiatura,Efectivo,Christian,Abono a Diciembre/Julio,,UI,false,2026-01-12 07:56:50.599076-07
1a48bb0b-ec77-4f26-97b8-3b8f59a13cb3,,0a79ced7-bab3-44d8-89da-e166880163bd,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-29,900.00,Colegiatura,Efectivo,Christian,Octubre,,UI,false,2025-10-29 08:41:22.396904-07
1a4ebbef-19c1-4771-9733-e58588dcd3c0,,3f6663d7-9b89-4ea2-9f06-5035caff6390,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-03,900.00,Colegiatura,Transferencia,Christian,Pago de Octubre,,UI,false,2025-11-03 12:28:49.339523-07
1a553249-dd48-4edf-b942-e9682b8f62fe,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-02,1200.00,Colegiatura,Efectivo,Christian,Abono Marzo/Agosto,,UI,false,2026-03-02 08:51:54.554833-07
1a7077b3-3adb-4d56-b815-3206b9f64802,,fdee6234-bf6d-4d45-bbd4-731a1c453987,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-06,950.00,Colegiatura,Efectivo,Christian,Pago de Noviembre,,UI,false,2025-11-06 07:49:04.001668-07
1a7541e3-b0f5-4ef3-80f3-f72a2e834060,,d08fe665-bb14-41a1-b1b8-902320280075,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-31,1600.00,Colegiatura,Transferencia,Fran,"Pago de octubre, registro extemporáneo",,UI,false,2025-12-08 08:09:57.468149-07
1b5f19a9-3307-406d-93cd-a4505910705c,,18f8e872-a787-4eef-953c-1c326065039e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-18,1000.00,Colegiatura,Efectivo,Citlali,Colegiatura Febrero,,UI,false,2026-04-28 09:15:47.467161-07
1b719dcf-49ab-4514-a14b-772dbe817e33,,6d484f92-07ed-4ef5-acde-ed43c7314527,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,1500.00,Colegiatura,Efectivo,Christian,Colegiatura Enero y Febrero,,UI,false,2026-02-03 09:08:30.862877-07
1c138b8c-8781-4508-b692-1ffb479410fa,,533aa94a-8eb8-436d-82ac-cb0d104f816e,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-29,900.00,Colegiatura,Efectivo,Christian,Octubre,,UI,false,2025-10-29 08:41:52.688742-07
1c71386b-6578-4cf4-bab1-050b7f009a96,,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-23,1000.00,Colegiatura,Efectivo,Christian,Colegiatura Julio,,UI,false,2026-01-23 10:20:28.801029-07
1cb1f1c0-ff33-4b62-9502-2919e6e4fa5d,,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-06-16,2000.00,Inscripción,Efectivo,Christian,se inscribió antes de terminar 24-25,,UI,false,2025-10-19 15:17:24.882551-07
1ccaff4d-1cbe-4239-a60d-348eb7c40777,,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-18,7500.00,Colegiatura,Efectivo,Fran,Colegiaturas no registradas en tiempo y forma,,UI,false,2026-04-14 07:55:10.77328-07
1d06b227-c62f-4ca1-bc96-c6399e94abba,,6d484f92-07ed-4ef5-acde-ed43c7314527,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-10,3000.00,Colegiatura,Efectivo,Christian,Pago de Marzo/Agosto,,UI,false,2026-03-10 08:50:37.700273-07
1dbcc22a-78fd-47c5-a99e-6fa6e7035ebd,,e2808836-b027-41af-8918-de113abd6e4a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-26,3500.00,Colegiatura,Efectivo,Fran,Abono a colegiaturas,,UI,false,2026-03-26 11:22:14.837164-07
1e5d80d2-4b36-4d58-817d-144925901a69,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-02,1200.00,Colegiatura,Efectivo,Christian,Abono a Diciembre/Julio,,UI,false,2025-12-02 08:53:33.431417-07
1ec101c5-9e6a-470e-8000-ff7a46942456,,6f2f8410-2704-4938-8538-21edb5b8221a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-19,1000.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 15:56:50.536763-07
1effee84-1254-4b24-aef3-643caeb6bb9a,,2645afb7-c140-490c-b8db-c0dd4fbf6e11,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-04,500.00,Colegiatura,Efectivo,Christian,Finiquito Noviembre,,UI,false,2025-11-04 09:11:13.924124-07
2111a608-fbd2-4daf-8548-b5e6dcff6a93,,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-16,900.00,Colegiatura,Transferencia,Christian,Colegiatura Marzo,,UI,false,2026-04-17 07:55:38.886366-07
216235e0-9fb3-4a1f-8c36-f00da16e44ce,,845acc82-5357-4263-a24c-e03f7ea60a49,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-02-27,1100.00,Inscripción,Efectivo,Christian,periodo preinsrcipciones,,UI,false,2025-10-20 09:20:52.33992-07
227ab86f-4b01-425b-95c1-318b0d2f2c63,,fa437269-6375-40e4-87dc-f133c454a67b,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-13,900.00,Colegiatura,Transferencia,Fran,---,,UI,false,2026-03-02 10:10:38.106042-07
228e5a5a-c7a2-47d0-a695-f46ff18f2bad,,a4c9cada-bb7c-4116-8091-8b3e944aba30,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-05-18,2000.00,Colegiatura,Efectivo,Christian,Abono a colegiaturas,,UI,false,2026-05-18 08:01:54.033826-07
22bd8e06-14b0-40e9-a7ba-bd19dc26aed0,,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-04,1500.00,Colegiatura,Transferencia,Fran,Colegiatura Febrero,,UI,false,2026-02-05 07:51:59.720193-07
22c9b7fd-1dfd-4ac7-8fa1-d6e7b2abeec8,,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-30,1600.00,Colegiatura,Transferencia,Fran,septiembre,,UI,false,2025-10-19 17:37:02.820266-07
230ba90f-5f79-4dba-b063-f7ddde3e51ce,,6f2f8410-2704-4938-8538-21edb5b8221a,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-17,1000.00,Colegiatura,Efectivo,Christian,Colegiatura Agosto,,UI,false,2026-04-17 08:25:31.534921-07
23138e31-a50d-4691-a551-bea89632fa21,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-15,1200.00,Colegiatura,Efectivo,Christian,Finiquito Diciembre / Julio,,UI,false,2025-12-15 11:55:36.52173-07
23f74bb2-99c6-4afa-be52-f2861f3925eb,,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-01-12,1100.00,Colegiatura,Efectivo,Christian,Pago de Enero,,UI,false,2026-01-12 08:55:11.900675-07
246dc099-1d40-4922-bbbd-a75ed1546703,,a71be5b5-f484-434a-912c-d679234166b5,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-05,1600.00,Colegiatura,Transferencia,Fran,,,UI,false,2025-10-20 08:04:05.0574-07
24d7c436-d709-4e35-8dbc-d5e2371e449c,,e5a7742b-06e9-4add-a1c7-4049a93b2b75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-03,1100.00,Colegiatura,Efectivo,Christian,Pago noviembre,,UI,false,2025-11-03 20:08:18.199501-07
278c0e54-58d0-41f8-937e-0ae913442ed6,,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-11-28,3000.00,Colegiatura,Transferencia,Fran,Pago de Diciembre - Julio,,UI,false,2025-12-01 07:58:59.09831-07
27adc2f3-0a34-4f2b-a23f-139b505fb5f7,,df9c3a2b-804a-47bc-9b11-eb45575dad16,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-03-02,2400.00,Colegiatura,Transferencia,Citlali,Pago Marzo/Agosto,,UI,false,2026-03-02 09:56:01.824318-07
27c062c3-f230-4d59-a9d0-9cf581b68781,,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-08-26,2500.00,Inscripción,Efectivo,Fran,Inscripción pagada a mtra. fran,,UI,false,2026-02-16 08:16:22.563844-07
27e0e47c-2eb5-4697-9e20-d9b83d96a780,,3f6663d7-9b89-4ea2-9f06-5035caff6390,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-01,900.00,Colegiatura,Transferencia,Christian,Colegiatura de Noviembre,,UI,false,2025-12-01 07:57:04.132332-07
2819c254-320a-4747-b8e9-67a948660179,,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-06-16,1600.00,Colegiatura,Efectivo,Christian,,,UI,false,2026-06-16 09:45:29.980203-07
2831921c-bf50-41ff-a54c-22084bbb497f,,5cb7777e-5664-4929-b875-cddff5a7c18c,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-06,1500.00,Colegiatura,Efectivo,Christian,Colegiatura Febrero,,UI,false,2026-02-06 10:18:47.361219-07
286dad99-3573-41a4-a2b6-4b9b662ae705,,3523dbd3-f616-4c1d-9a52-db64d88e0b23,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-12-10,300.00,Colegiatura,Efectivo,Fran,,,UI,false,2026-03-19 10:32:03.075483-07
296d61af-c303-40b6-add5-19af0cc05160,,d8b23e94-04f7-4eed-9748-9c90f9758257,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-09,1200.00,Colegiatura,Efectivo,Christian,octubre,,UI,false,2025-10-19 17:52:51.812489-07
29746c95-4f3b-4b2b-aca4-9c8be1de7baa,,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-04-27,1200.00,Colegiatura,Efectivo,Christian,Colegiatura Abril,,UI,false,2026-04-27 09:06:40.371843-07
29a0fd9c-4b1e-439d-b7fa-7ae4a9dab5fe,,5af22e45-f9f7-4577-b07b-7ce4a7940329,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-09-03,1500.00,Colegiatura,Transferencia,Fran,septiembre,,UI,false,2025-10-20 09:36:24.805895-07
29e01ed8-a7bc-4779-99ab-23e9f0b77cca,,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2025-10-30,1100.00,Colegiatura,Efectivo,Christian,Noviembre,,UI,false,2025-10-30 08:09:28.880279-07
29fd831d-bb2e-46d1-b732-ff3f337b9bf8,,d08fe665-bb14-41a1-b1b8-902320280075,fddaf8e9-6acb-4f4d-9e99-d57f7fba847d,2026-02-03,1600.00,Colegiatura,Efectivo,Christian,Colegiatura Enero,,UI,false,2026-02-03 07:51:50.613439-07
