id,alumno_id,concepto,vigencia_desde,importe_base,notas
1ae474a6-5637-4f41-8dc6-bec3e89878db,f425a981-e85a-4cb0-95a0-1de810c18a53,COLEGIATURA,2025-09-02,1000.00,Descuento Fran
1dc55f09-1dd7-409b-a877-15e5864ce36e,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,INSCRIPCION,2025-09-02,1100.00,Periodo Preinscripciones
1df4cb7f-ff8d-45b8-ba3b-9e937bfbd5c1,8d1da005-457e-4b91-b44a-605b0ca3c47a,INSCRIPCION,2025-09-01,2400.00,
20323dcd-7ea2-4f0c-a7f6-bd913cf62e89,eb5427dd-f41c-4408-8815-26493a90c351,INSCRIPCION,2025-09-01,2500.00,
21bc96b3-44b0-422e-8d6c-792b54c6026d,8568473f-3a83-4adb-8aed-358e4481b99c,COLEGIATURA,2025-09-01,0.00,No paga es  familiar
23415d8a-b1f5-4d0c-adae-45fcbca1c35d,d81e498e-7690-4676-9957-8b832ccf8ea0,COLEGIATURA,2025-09-02,1200.00,beca hermanos
24c77efe-9185-4493-9321-b2c7259564d4,0baa1c8c-b4cb-4c7c-b909-3af50436661e,COLEGIATURA,2025-09-01,0.00,
24d2fd6d-4e96-4d28-a360-a9567979daef,562676d8-327a-4012-97e1-f0cfefc685b0,COLEGIATURA,2025-09-01,1500.00,beca fran
25306865-46a0-44b4-a6a9-5d85b1536d17,07d3c06f-1b7d-4925-b8d6-cfb887acabb6,INSCRIPCION,2025-09-01,2500.00,
25d33bae-08e8-47b5-ada8-694fdd838d22,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,INSCRIPCION,2025-09-01,2500.00,
26c4633a-e251-41b7-8cc9-13937710f2bd,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
282dfca9-06e3-427e-9052-0968b2243bf3,d08fe665-bb14-41a1-b1b8-902320280075,COLEGIATURA,2025-09-01,1600.00,Alta inicial (personalizada)
2899d873-77b7-44c9-a8e2-701e8e3aa018,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,INSCRIPCION,2025-02-05,1100.00,
28c62c51-2658-43e3-b8fc-b4d00fecb16d,5af22e45-f9f7-4577-b07b-7ce4a7940329,INSCRIPCION,2025-02-01,1100.00,
2a108665-6f4c-49e2-a138-4abae2c6643d,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,INSCRIPCION,2025-02-14,1100.00,Periodo de preinscripciones
2a83e07f-9c75-4792-8c0e-a33e027ab4d9,58676041-fe76-4791-9f8b-7bc1dad83cb8,COLEGIATURA,2025-09-03,1500.00,Alta inicial (personalizada)
2af599d3-b29a-4d1f-bba0-95cedd150a08,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,INSCRIPCION,2025-09-15,2000.00,
2bcb03d4-0668-4ebb-bce4-ad526fb0af69,37b6c311-9c1a-461e-a70b-d93557cdbc0d,INSCRIPCION,2025-06-15,2400.00,
2cc59039-2c1d-4f38-957a-e31b41af37b8,6f2f8410-2704-4938-8538-21edb5b8221a,INSCRIPCION,2025-02-01,1100.00,
2d019072-41f8-4bb0-8657-0924f116b9b7,8526d610-1516-448b-80fe-67bed0d43c11,COLEGIATURA,2025-09-02,0.00,hija ex maestra
2d21daf4-b7c8-46c4-9665-98c856578ada,273286ee-1011-4ae2-828e-974f625a6fd2,INSCRIPCION,2025-09-02,2500.00,
303c144b-736f-4f56-b6c3-285294311a1e,37b6c311-9c1a-461e-a70b-d93557cdbc0d,COLEGIATURA,2025-09-02,1100.00,Beca Fran
321cbe36-d60c-43e1-bbd2-c6aa9767e67f,2a01ea65-7487-4834-ab23-855018d8868e,COLEGIATURA,2025-09-02,1200.00,beca hermanas
35b99716-23cf-4119-991e-1e019154055d,abea3641-4bdf-451a-8710-fa95ab34cab7,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
35c29cda-b0b5-40ad-93ae-c1e6892a3060,fa437269-6375-40e4-87dc-f133c454a67b,COLEGIATURA,2025-09-01,900.00,beca familiar
35fa272a-83ce-43e0-8537-b83e715e380f,3f6663d7-9b89-4ea2-9f06-5035caff6390,INSCRIPCION,2025-09-01,2500.00,
3814001c-ad8d-4b3d-95a5-18e85466df76,00fca4aa-70ed-464e-822f-6272cba1d93e,COLEGIATURA,2025-09-02,1400.00,Beca Fran
384b5652-e2d2-45f7-ac53-6b8bcb010c25,b032b2a8-6144-4f39-8707-e4b41330b9d8,INSCRIPCION,2025-09-01,2500.00,
3aa656fa-1554-4e93-af68-9d6e0da1defd,3523dbd3-f616-4c1d-9a52-db64d88e0b23,COLEGIATURA,2025-09-02,1400.00,beca fran
3c178cc7-2e48-4026-a480-9627fc956524,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,INSCRIPCION,2025-02-05,1100.00,
409fa25b-b853-4509-a0e6-c89cd0ceba94,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,INSCRIPCION,2025-09-01,2500.00,
413b31f5-ab29-4105-b2c5-2010599cda3b,273286ee-1011-4ae2-828e-974f625a6fd2,INSCRIPCION,2025-09-01,2400.00,
4295aa52-42bd-403f-a125-11434f7738d9,d2ce7388-b95d-4fac-865f-c1372e8f1f99,COLEGIATURA,2025-09-01,0.00,beca fran
43151efd-c4b0-41cd-8b8e-3d8a24105cb0,2a0d752a-79d5-4658-bf0d-64b137383ac6,COLEGIATURA,2025-09-01,900.00,beca familia
452391a9-df0b-4e95-9c7b-09c88b0413d5,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,COLEGIATURA,2026-04-13,1600.00,Alta inicial
462d8bd8-af76-4074-ad89-7a7df766dfd3,69450844-df68-4eb9-a465-967c31417074,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
4762070a-4953-45bc-818a-7853477b1e1c,e3a81bd9-718d-4a32-8722-37f4723b7edc,INSCRIPCION,2025-09-01,2500.00,
488fd021-97bb-423d-ac59-ff17fba86c0e,7c1e9bdc-6090-4313-a14b-1a94d13eeec8,COLEGIATURA,2025-09-01,0.00,hija de maestra
4a6a23e1-4eb5-4d94-8745-1497a96a8628,0aca2748-83a1-4b8f-ae90-c4e31231af74,COLEGIATURA,2025-09-02,0.00,hija de maestra
4c597a59-0038-42a9-b4dc-0834decf3f6f,273286ee-1011-4ae2-828e-974f625a6fd2,COLEGIATURA,2025-09-03,1600.00,Alta inicial (personalizada)
4c62c58e-1776-49a1-b67b-58e3a71637d2,79810b5e-1376-4f47-8619-11c72b08a14e,COLEGIATURA,2025-09-01,0.00,becada familia
4d32d711-8215-4e14-93e1-f7cddb4fe3b9,f55dbff7-6831-4d96-8262-f103ccf4bd43,COLEGIATURA,2025-09-02,1200.00,Beca Hermanos 1
4dca9c74-8ef5-469b-85c1-673d42c83b0a,37b6c311-9c1a-461e-a70b-d93557cdbc0d,INSCRIPCION,2025-09-01,2500.00,
4e5cfdea-b9ff-47d4-ac59-2eb5f8354dc1,3f41b6c5-35cb-41d3-a974-762ad0f1c7f3,INSCRIPCION,2025-09-01,2500.00,
4f10be07-f9ef-4a70-84ad-8188d896bb23,1e3beb16-3079-4aaa-93fc-a0203720434d,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
4f80bae6-b058-47e6-b03c-a13f83632f11,a8144361-4bce-487c-bc3a-949391e8d895,INSCRIPCION,2025-02-27,1100.00,
505d64b5-1f13-4d97-83fd-c16e02548d47,5b6f10bf-24ec-4e49-8839-dbf02ee4cd75,INSCRIPCION,2025-02-01,1100.00,
509261cd-523a-4758-819e-7143106d0417,2a01ea65-7487-4834-ab23-855018d8868e,COLEGIATURA,2025-09-03,1500.00,corrección de beca ajuste
51306c2b-e8a9-4dbb-957c-9de7c10e6b11,a71be5b5-f484-434a-912c-d679234166b5,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
51407976-bc8f-4dd9-b95a-7873dceda760,84e478c3-33cf-44e4-a8d3-2fa0be7ff15d,COLEGIATURA,2025-09-01,0.00,Hija de maestra
5237f823-c1a2-469f-93eb-6bb23f341243,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,COLEGIATURA,2025-09-01,1500.00,Alta inicial (personalizada)
526ec4b4-d763-48b6-90ba-a90106533749,fdee6234-bf6d-4d45-bbd4-731a1c453987,INSCRIPCION,2025-02-01,1100.00,
52f1e6e5-036a-4ab2-93a8-19631d8be17d,a71be5b5-f484-434a-912c-d679234166b5,INSCRIPCION,2025-09-01,2500.00,
5457b412-9f54-408f-b045-8d6ca3ff63fb,d81e498e-7690-4676-9957-8b832ccf8ea0,INSCRIPCION,2025-09-01,2500.00,
550b176a-596d-478b-81a5-38265b0ef84e,df9c3a2b-804a-47bc-9b11-eb45575dad16,INSCRIPCION,2025-02-01,1100.00,
555eb055-6d0a-4b79-b305-4e4aca9e51ca,edd2b7ac-5bca-4650-8c2e-75f65e70849f,COLEGIATURA,2025-09-01,1200.00,beca hermanos
559f8a32-398e-45ff-a07d-636eaf000ce8,83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf,INSCRIPCION,2025-09-01,2500.00,
566b9cb8-9eb0-4351-aa1c-090453f7208f,61565b9f-a82a-49cf-aa9f-3e7df8d7889c,INSCRIPCION,2025-09-01,2500.00,
56cca935-0be6-4be2-a2e3-a639c46dccf3,e57db8cf-8012-4fa3-b822-41d98008dc00,COLEGIATURA,2025-09-01,1500.00,beca fran
58a62d78-6af8-4ae3-b70d-8bb3cc6c511b,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,COLEGIATURA,2025-09-02,1200.00,beca hermanas
5909351a-da76-4156-9095-cd3cd07610d4,0a79ced7-bab3-44d8-89da-e166880163bd,COLEGIATURA,2025-09-01,900.00,Beca Familiar
5a36e575-cb6b-4b9a-8373-b71d21403add,0489bdaf-c632-4a1f-9b8e-85dba33a74b0,COLEGIATURA,2025-09-02,1100.00,beca isla
5b027b56-2795-462b-a3d9-981878f69f40,8d1da005-457e-4b91-b44a-605b0ca3c47a,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
5b57f247-114d-4804-b532-8104e60e7190,ade9cbc4-6693-4456-b351-ef101774e7e4,COLEGIATURA,2025-09-02,500.00,beca fran
5e719dd1-c6a6-4cdc-a829-b266ef8d7f00,0ec01322-e8d2-450f-b375-827d0bf81fe4,COLEGIATURA,2025-09-01,0.00,nieta martha camacho
5e74737b-ba83-4a91-885f-f49c3c617b0f,fa437269-6375-40e4-87dc-f133c454a67b,INSCRIPCION,2025-02-10,1100.00,
5fdbde3f-de5d-4e98-9637-868d32ab12a3,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,INSCRIPCION,2025-09-05,2500.00,
5fe5813a-3cbb-40c4-b3ff-f1b3ed3fd057,6d484f92-07ed-4ef5-acde-ed43c7314527,COLEGIATURA,2025-09-02,1500.00,Alta inicial (personalizada)
635c0ed2-a786-4fa5-9ec0-9e3f242a5165,54a3ac62-0b3d-4d6f-ae14-f7adec420285,INSCRIPCION,2025-09-01,2500.00,
6366b212-f1e7-44a1-8e7a-163a142d3e5e,e2808836-b027-41af-8918-de113abd6e4a,INSCRIPCION,2025-09-01,2500.00,
6502e3af-74e4-4477-940b-5927b67b4857,61565b9f-a82a-49cf-aa9f-3e7df8d7889c,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
65ea54de-2ddb-417a-a09f-c2dc8632c96b,8f7b36f8-3e15-40c5-bdda-da05aead70c2,COLEGIATURA,2025-09-01,0.00,beca fran
66dbcbb7-5c1a-433b-8d14-462e1a7a1d0c,c56d34dd-a1d8-4603-9194-4da21924592b,COLEGIATURA,2025-09-02,1000.00,
691dd62d-0679-4ac2-96e8-0f327b4b29ae,061d5f0c-2ec0-4698-a862-38cdd50d237d,COLEGIATURA,2026-04-29,1500.00,Ingresa Hoy
69d49507-4c04-4ddc-80f3-00f92e91fb21,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,COLEGIATURA,2025-09-02,1000.00,beca 3 hermanos
6a38b99e-df68-40f9-89a6-3c7fc8069f34,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,INSCRIPCION,2025-02-01,1100.00,
6c11909c-84c5-4927-a49d-506096d2acd0,4f28d56c-a1e3-4052-87a3-ecd1d9b0d5b6,COLEGIATURA,2025-09-01,1500.00,Alta inicial (personalizada)
6c1d838f-cdce-467a-a030-42e72d89d5d0,317e5fd7-d8e6-4476-b348-a0a726649924,COLEGIATURA,2025-09-02,1200.00,Beca Hermanos
7203519e-eefa-4140-9721-b245476bf155,5cb7777e-5664-4929-b875-cddff5a7c18c,COLEGIATURA,2025-09-02,1500.00,Beca Fran
739204c7-54d6-40ad-ac6a-89b85af7d168,2fe35f28-fbab-491d-91b2-3d939e6b55bd,COLEGIATURA,2025-09-01,1500.00,Alta inicial (personalizada)
76d6b291-927d-42d8-b85c-427c421f0d18,e5a7742b-06e9-4add-a1c7-4049a93b2b75,COLEGIATURA,2025-11-03,1100.00,Primer día del niño en el colegio
7795e752-fabf-4db9-8ebe-7057f599f8c0,bfce22f5-d7f1-4b93-8fc1-eb5907831b0c,COLEGIATURA,2025-09-02,1000.00,beca fran
7832eb78-9b4c-41ed-bc77-19123cd42846,f55dbff7-6831-4d96-8262-f103ccf4bd43,INSCRIPCION,2025-09-01,2400.00,
799569b8-f34e-46a2-ba91-770530945bf8,eb5427dd-f41c-4408-8815-26493a90c351,COLEGIATURA,2025-09-02,1100.00,beca isla
79feb6b4-62ee-47b1-981b-00a4f63ce8c8,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,COLEGIATURA,2025-09-03,1500.00,Alta inicial (personalizada)
7d8c266a-aa64-4066-a21e-43bf3005a4f9,bcb7ffd8-0cfa-449a-88d5-626f505cb19c,COLEGIATURA,2026-02-03,1100.00,Alta inicial
7f0b9545-1c90-4fda-a175-6fe8838d9536,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,COLEGIATURA,2025-09-03,1500.00,corrección de beca ajuste
7f6e62c0-d5c0-45cc-b8ff-671c18fadde3,533aa94a-8eb8-436d-82ac-cb0d104f816e,COLEGIATURA,2025-09-01,900.00,beca familiar
80ecad9a-becf-4726-bbbb-6c6ed42a6317,e57db8cf-8012-4fa3-b822-41d98008dc00,INSCRIPCION,2025-02-01,1100.00,
80fa8f83-fd7e-450f-8072-39503735e987,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,INSCRIPCION,2025-09-01,2500.00,
819c4547-36a2-4bc3-8443-ce06eec23cf9,83744ef9-a5f4-4c6a-9c81-a6ea4f9507cf,COLEGIATURA,2025-09-02,1300.00,Beca Fran
81e8ddaa-33ab-4f32-b657-044a74d956d4,df9c3a2b-804a-47bc-9b11-eb45575dad16,COLEGIATURA,2025-09-02,1200.00,beca hermanos
82bb4bde-ecb2-4d19-82fb-8e09be175de5,c56d34dd-a1d8-4603-9194-4da21924592b,COLEGIATURA,2025-09-01,900.00,beca familia
8428040a-6c97-4ed6-a470-cad287d10744,e2808836-b027-41af-8918-de113abd6e4a,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
842ca7ba-ca13-47fb-a37a-888c58d9f8f8,0baa1c8c-b4cb-4c7c-b909-3af50436661e,COLEGIATURA,2025-09-02,0.00,
8478a489-79b7-40eb-a21b-6764f4256e6f,99237104-4f6b-415e-88b1-7241d4cbfda3,COLEGIATURA,2025-09-02,0.00,hijo de ex maestra
84868e52-762b-4e5b-b541-d953b22d7933,317e5fd7-d8e6-4476-b348-a0a726649924,INSCRIPCION,2025-09-01,2500.00,
8498cd36-b12b-44f9-9c66-40f5a650fda2,e5a7742b-06e9-4add-a1c7-4049a93b2b75,INSCRIPCION,2025-02-01,1100.00,
85e84105-cbe3-4367-ae87-c7bd269b36df,0489bdaf-c632-4a1f-9b8e-85dba33a74b0,INSCRIPCION,2025-09-01,2500.00,
8756b21b-9b36-430e-bb0b-ff3380c91d32,d8b23e94-04f7-4eed-9748-9c90f9758257,INSCRIPCION,2025-09-01,2400.00,
8864d32c-784b-448a-a429-c42d2b9bb188,58676041-fe76-4791-9f8b-7bc1dad83cb8,INSCRIPCION,2025-09-01,2500.00,
89ccd65d-772d-41e6-be69-65a69783fb11,209dac48-1e05-4390-a5da-676e1ee3b311,INSCRIPCION,2025-09-01,2500.00,
8b10d5e4-778f-4fa9-8c82-7105fbb5ecaf,b032b2a8-6144-4f39-8707-e4b41330b9d8,COLEGIATURA,2025-09-02,900.00,beca familia
8d6bb4bd-ecba-4be2-a3c1-ea45e2b58f18,ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd,COLEGIATURA,2025-09-01,1300.00,Beca Fran
8e58c79f-c8d3-4d0a-8c4a-5ee7529c0fe2,ae5f806a-46b0-4a53-8eb3-9a5dd3e9d0dd,INSCRIPCION,2025-02-01,1100.00,
93d23a6e-1eca-4e4a-bc39-864d9943a4d0,58676041-fe76-4791-9f8b-7bc1dad83cb8,INSCRIPCION,2025-09-02,2400.00,
94ee51dc-4c22-4368-91cb-378d5e941333,54a3ac62-0b3d-4d6f-ae14-f7adec420285,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
95beb952-ce40-4412-b994-54d47109dea8,533aa94a-8eb8-436d-82ac-cb0d104f816e,INSCRIPCION,2025-02-15,1100.00,
99323586-42dd-43ed-b4de-15875bc01c85,edd2b7ac-5bca-4650-8c2e-75f65e70849f,INSCRIPCION,2025-02-05,1100.00,
9a12a329-917b-4845-a9fe-6da4f0545a2a,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,COLEGIATURA,2025-09-02,900.00,beca fran
9a342cce-21d9-4148-aa81-001a39e63450,58d1397f-6c2f-4806-874f-04e5ac218830,INSCRIPCION,2025-09-01,2500.00,
9acb2abb-f3bf-47a2-9951-03118fd4fd24,ade9cbc4-6693-4456-b351-ef101774e7e4,INSCRIPCION,2025-09-01,2500.00,
9c526663-5708-4a0f-9ef7-065ea2cdd686,845acc82-5357-4263-a24c-e03f7ea60a49,INSCRIPCION,2025-02-27,1100.00,
9d5595e1-a84c-4eaa-9232-945be62c8c96,3c1c4ba3-2fb1-42d4-bb72-bf84b00d517c,COLEGIATURA,2025-09-02,0.00,hija de maestro
9fa08ddf-fbb9-4878-882c-4f4200fe46b6,7392fe19-c6bd-489a-9cf5-3f6861139603,INSCRIPCION,2026-02-01,0.00,"Fecha desconocida, no hay reportes de pago - se puede modificar"
a04fed85-ebde-499d-9e3e-db25ae088cf1,3f41b6c5-35cb-41d3-a974-762ad0f1c7f3,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
a1ed766c-72ae-45c1-9af8-ae52690b33b3,95149f3e-bf90-4279-8471-a562bd517960,COLEGIATURA,2025-08-29,1600.00,Colegiatura base
a51bf04f-08fa-4c3f-b23a-f946d10d996b,07d3c06f-1b7d-4925-b8d6-cfb887acabb6,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
a6f17dbd-aefa-4b7e-b7ba-ae56d9263f98,2a0d752a-79d5-4658-bf0d-64b137383ac6,INSCRIPCION,2025-02-20,1100.00,
a7e9bd40-c637-4cb1-9513-e07afc3dd67f,6f2f8410-2704-4938-8538-21edb5b8221a,COLEGIATURA,2025-09-01,1000.00,Beca 3 hermanos
a808491d-5c3c-4166-8fd0-f3dd42a69247,05ea74c3-0d10-4956-90f5-22e05c155e58,INSCRIPCION,2025-09-01,2500.00,
a91cd725-66b1-445a-83d2-02c0bf2e151c,9ace76f4-cf42-4715-ba18-951ec5af9103,INSCRIPCION,2026-01-26,1000.00,Inscripción mitad ciclo
ab94d169-5ecd-4c3c-9ea1-a72b137ddd34,f5bb300e-d8ed-4cca-b176-cb11e46338bd,INSCRIPCION,2025-02-05,1100.00,
b0fae4f9-77b6-4aeb-aaab-5b326995bd9a,7babc8a8-10d3-41e2-bb40-868a18dc2300,INSCRIPCION,2025-09-01,2500.00,
b10c014a-4607-43b7-80f4-514a19c1b2e8,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,COLEGIATURA,2025-09-03,1500.00,Alta inicial (personalizada)
b2779fa5-035b-4eea-8f7c-f8ff684f83d8,18f8e872-a787-4eef-953c-1c326065039e,COLEGIATURA,2025-09-02,1000.00,Beca ex maestra
b5a2f758-b507-47f1-9acf-40d4fdbfe45a,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
b7abbdf5-e523-47a7-98ef-8ca435ea84b9,0a79ced7-bab3-44d8-89da-e166880163bd,INSCRIPCION,2025-02-14,1100.00,
b8aee115-22a8-41ca-b779-f3f8afd4edc0,d8b23e94-04f7-4eed-9748-9c90f9758257,COLEGIATURA,2025-09-02,1200.00,beca hermanos
b9adaeb2-26d1-4b36-a51a-fd066715e65a,d08fe665-bb14-41a1-b1b8-902320280075,INSCRIPCION,2025-02-05,1100.00,
baa478e9-3d68-4e48-aa49-a6f3713b8f89,e3a81bd9-718d-4a32-8722-37f4723b7edc,COLEGIATURA,2025-09-02,500.00,beca fran
baf7e1f7-6655-43dd-853a-a8a9d8dd6393,061d5f0c-2ec0-4698-a862-38cdd50d237d,INSCRIPCION,2026-04-28,1000.00,"Inicia el 29, pero se registra como 28"
bb1693df-3858-417c-86d7-1faef2da2d33,f55dbff7-6831-4d96-8262-f103ccf4bd43,INSCRIPCION,2025-02-25,1100.00,
bc96a334-b423-4c07-afe2-9c2e32412aa3,a4c9cada-bb7c-4116-8091-8b3e944aba30,INSCRIPCION,2025-09-01,2500.00,
bcaea0da-ad02-4a90-a7a6-868e29c7793c,00fca4aa-70ed-464e-822f-6272cba1d93e,INSCRIPCION,2025-09-01,2500.00,
bd25d0e4-b08f-4573-8bf1-c00cf7603258,1e3beb16-3079-4aaa-93fc-a0203720434d,INSCRIPCION,2025-09-01,2500.00,
c21d4877-be02-4e01-9260-0bb3dea73df3,bfce22f5-d7f1-4b93-8fc1-eb5907831b0c,INSCRIPCION,2025-09-01,2000.00,
c59e7297-0b77-4373-acbb-9717d02f49f3,40dc866f-fce4-4635-bf68-fa98f8b87c6e,COLEGIATURA,2025-09-02,1100.00,Beca isla
c7e15bfd-105a-493c-9954-a0e011af5f75,f5bb300e-d8ed-4cca-b176-cb11e46338bd,COLEGIATURA,2025-09-01,1400.00,beca fran
c8dfc9e2-0ad9-4d03-a028-a9887b3fa26e,6d484f92-07ed-4ef5-acde-ed43c7314527,INSCRIPCION,2025-09-01,2500.00,
c8e58b0f-9284-45a9-8f9f-8e4b653bb192,05ea74c3-0d10-4956-90f5-22e05c155e58,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
c9e6b15b-32f3-40f7-936e-4bbbd96929d6,37b6c311-9c1a-461e-a70b-d93557cdbc0d,COLEGIATURA,2025-09-03,1000.00,
cad8bb53-c62e-448d-a100-58e13058d014,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,COLEGIATURA,2025-09-01,1500.00,Alta inicial (personalizada)
cc40fe7d-b853-47ef-8c12-a949a243b9f4,abea3641-4bdf-451a-8710-fa95ab34cab7,INSCRIPCION,2025-09-01,2500.00,
cc76f11e-c264-4a6c-b791-b84342214023,fdee6234-bf6d-4d45-bbd4-731a1c453987,COLEGIATURA,2025-09-01,950.00,beca fran
d003ba9d-5bbf-4b35-882c-5097ec1b91c0,a8144361-4bce-487c-bc3a-949391e8d895,COLEGIATURA,2025-09-01,900.00,beca familiar
d026dbc2-04bd-4dcb-8fc1-418e4c3d19d9,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,COLEGIATURA,2025-09-01,1400.00,beca fran
d3204010-40bf-42e9-932c-1b670b36c0f5,7babc8a8-10d3-41e2-bb40-868a18dc2300,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
d3591b31-256a-43a9-a317-c80b71cff397,7392fe19-c6bd-489a-9cf5-3f6861139603,COLEGIATURA,2026-02-03,1300.00,"Ingreso, refiebre febrero, sólo ha pagado ese mes, Andrés se hace descuento a partir de Marzo"
d54f4577-c52a-461f-a9f9-f6edc32d9d6c,9722dc2c-e45a-49f8-84e5-b1591c35e7c2,COLEGIATURA,2025-09-01,0.00,Hijo del René no paga
d906bcc2-fd83-4368-b3f8-f786444a65b7,a4c9cada-bb7c-4116-8091-8b3e944aba30,COLEGIATURA,2025-09-02,1000.00,Beca Fran
dc164e87-9127-400a-8536-fcdab4b40892,95149f3e-bf90-4279-8471-a562bd517960,COLEGIATURA,2025-09-02,1600.00,Alta inicial (personalizada)
dd080507-7132-4356-bfa5-374a4e25f0aa,9ace76f4-cf42-4715-ba18-951ec5af9103,COLEGIATURA,2026-01-27,1000.00,Beca Familia
dd3b4c8c-8a38-432f-80bd-4aea6ec9fbc2,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,INSCRIPCION,2025-06-16,2000.00,Pagó antes de terminar el ciclo 24-25
de8c1fd6-cb71-498c-921e-ee83c9f23fe0,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,INSCRIPCION,2025-09-01,2500.00,
e0eebc64-7657-4523-9a54-257d52ffbfef,f425a981-e85a-4cb0-95a0-1de810c18a53,INSCRIPCION,2025-09-01,2500.00,
